trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
105,False,"{'a': 0.1, 'e': 0.3499377491111553}",25,17,9.569692127405464,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.1, 'e': 0.3464558103300574}",25,13,18.89515302357283,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.1, 'e': 0.34300851741870664}",20,11,-2.815806317739941,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
108,False,"{'a': 0.1, 'e': 0.3395955256449391}",30,0,-35.2000935212165,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
109,False,"{'a': 0.1, 'e': 0.3362164937067333}",20,8,-57.84295340415731,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
110,False,"{'a': 0.1, 'e': 0.33287108369807955}",25,10,26.84117024953413,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.1, 'e': 0.32955896107518906}",25,14,21.199312881218223,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.1, 'e': 0.32627979462303947}",20,0,-6.858870180533781,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
113,False,"{'a': 0.1, 'e': 0.3230332564222529}",20,16,6.953041311698233,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.1, 'e': 0.31981902181630384}",30,8,-47.41266641844162,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 2}",1
